지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),현지기압(hPa),일조(hr),일사(MJ/m2),적설(cm),전운량(10분위),지면온도(°C)
268,진도군,2023-04-29 11:00,16.4,0,2.8,230,96,1006.6,0,,,10,17.9
268,진도군,2023-04-29 12:00,15.1,.4,2.5,270,97,1006.6,0,,,10,17.4
268,진도군,2023-04-29 13:00,14.5,.2,2.8,230,99,1006.1,0,,,10,17.3
268,진도군,2023-04-29 14:00,13.7,.6,1.9,250,99,1005.9,0,,,10,16.7
268,진도군,2023-04-29 15:00,14.4,.2,1.7,250,96,1006.5,0,,,10,17
268,진도군,2023-04-29 16:00,12.7,.7,3,320,100,1006.1,0,,,10,15.8
268,진도군,2023-04-29 17:00,12.6,.2,4.1,320,93,1006.7,0,,,10,15.3
268,진도군,2023-04-29 18:00,12.8,,3.5,320,85,1007.1,.1,,,8,15.5
268,진도군,2023-04-29 19:00,11.7,,3.1,320,84,1007.7,0,,,8,14
268,진도군,2023-04-29 20:00,11.3,,3.7,320,80,1008.5,0,,,8,12.6
268,진도군,2023-04-29 21:00,11,,4.5,320,80,1009.4,,,,5,11.8
268,진도군,2023-04-29 22:00,10.5,,4.3,340,79,1010.3,,,,5,11.3
268,진도군,2023-04-29 23:00,10.1,,4.2,320,75,1010.2,,,,5,10.7
268,진도군,2023-04-30 00:00,10,,3.9,340,77,1010.5,,,,4,10.3
268,진도군,2023-04-30 01:00,9.6,,3.3,290,77,1010.7,,,,1,9.9
268,진도군,2023-04-30 02:00,9.5,,3.7,320,75,1010.4,,,,4,9.6
268,진도군,2023-04-30 03:00,8.5,,1.2,70,80,1010.4,,,,1,9.2
268,진도군,2023-04-30 04:00,6.4,,.4,0,92,1010.4,,,,0,8.4
268,진도군,2023-04-30 05:00,5.7,,.6,90,97,1010.6,,,,0,8
268,진도군,2023-04-30 06:00,5.2,,0,0,99,1011,0,,,0,7.6
268,진도군,2023-04-30 07:00,7.2,,.2,0,97,1011,.7,,,0,8.6
268,진도군,2023-04-30 08:00,11.1,,.3,0,80,1011.4,1,,,0,10.7
268,진도군,2023-04-30 09:00,13.4,,1.5,290,66,1011.7,1,,,0,13.1
268,진도군,2023-04-30 10:00,14.9,,3.3,290,48,1012,1,,,0,15.4
268,진도군,2023-04-30 11:00,16.3,,2.3,320,54,1011.6,1,,,0,21.5
268,진도군,2023-04-30 12:00,17.9,,3.1,290,41,1011.2,1,,,0,26.7
268,진도군,2023-04-30 13:00,19.4,,2.3,230,42,1010.6,1,,,0,31.7
268,진도군,2023-04-30 14:00,18.3,,4.6,200,41,1010.5,1,,,0,29.4
268,진도군,2023-04-30 15:00,17.8,,4.1,230,38,1010.4,1,,,0,26.3
268,진도군,2023-04-30 16:00,17.7,,5.1,230,38,1010.4,1,,,0,21.8
268,진도군,2023-04-30 17:00,17.5,,3.9,230,49,1010.2,1,,,0,19.4
268,진도군,2023-04-30 18:00,16.2,,3,230,55,1010.5,1,,,0,16.9
268,진도군,2023-04-30 19:00,14.3,,1.6,270,64,1010.7,.6,,,0,15.2
268,진도군,2023-04-30 20:00,11.6,,.3,0,81,1011.1,0,,,0,13.2
268,진도군,2023-04-30 21:00,10.6,,.4,0,87,1011.7,,,,0,11.8
268,진도군,2023-04-30 22:00,9.6,,.1,0,90,1012.1,,,,0,11.1
268,진도군,2023-04-30 23:00,8.6,,.1,0,93,1012.1,,,,0,10.3
268,진도군,2023-05-01 00:00,8.5,,.2,0,92,1012.2,,,,0,10
271,봉화,2023-04-29 01:00,14.6,,.1,0,70,974.9,,,,7,13.3
271,봉화,2023-04-29 02:00,13.4,,.2,0,77,974.7,,,,8,12.6
271,봉화,2023-04-29 03:00,14.3,,.7,110,76,973.5,,,,8,12.6
271,봉화,2023-04-29 04:00,14,,.1,0,79,972.2,,,,9,13.1
271,봉화,2023-04-29 05:00,12.8,.9,0,0,94,971.7,,,,10,13
271,봉화,2023-04-29 06:00,12.7,2.7,.3,0,98,971.2,0,,,10,12.9
271,봉화,2023-04-29 07:00,13.2,3,0,0,98,970.8,0,,,9,13.4
271,봉화,2023-04-29 08:00,13.5,3.2,.2,0,98,970,0,,,10,14.5
271,봉화,2023-04-29 09:00,13.8,2.2,.1,0,98,969.6,0,,,10,14.6
271,봉화,2023-04-29 10:00,14.5,.1,.2,0,96,969.1,0,,,9,16.1
271,봉화,2023-04-29 11:00,15.5,,.4,0,92,968.4,0,,,9,16.3
271,봉화,2023-04-29 12:00,15.8,,.9,230,90,967.4,0,,,10,16.4
271,봉화,2023-04-29 13:00,15.8,.1,.8,270,92,966.8,0,,,9,16.9
271,봉화,2023-04-29 14:00,16.2,.5,1.6,230,91,966,0,,,10,17.4
271,봉화,2023-04-29 15:00,16.2,.7,2.8,270,86,965.8,0,,,10,16.4
271,봉화,2023-04-29 16:00,15.6,.1,1.9,290,79,965.3,0,,,10,16.8
271,봉화,2023-04-29 17:00,15,,2,200,77,965.3,0,,,10,14.8
271,봉화,2023-04-29 18:00,14.6,,1.6,200,83,965.3,0,,,10,14.4
271,봉화,2023-04-29 19:00,13.6,,3.2,320,63,965.8,0,,,10,12.2
271,봉화,2023-04-29 20:00,11.6,,1.8,290,68,966.7,0,,,9,10.5
271,봉화,2023-04-29 21:00,11,,1.5,290,66,967.7,,,,9,9.6
271,봉화,2023-04-29 22:00,10.9,,1.5,290,67,967.7,,,,2,9.7
271,봉화,2023-04-29 23:00,11.1,,2.5,320,67,967.9,,,,0,9.4
271,봉화,2023-04-30 00:00,10.4,,3.2,320,67,968.5,,,,0,8.4
271,봉화,2023-04-30 01:00,9.6,,2.5,270,71,969,,,,7,8.7
271,봉화,2023-04-30 02:00,9.6,,2,230,71,969.1,,,,0,8.5
271,봉화,2023-04-30 03:00,9.5,,1.8,270,67,969,,,,8,7
271,봉화,2023-04-30 04:00,9.4,,2.2,270,65,969.2,,,,0,6.2
271,봉화,2023-04-30 05:00,7.2,,.6,200,79,969.3,,,,0,5.4
271,봉화,2023-04-30 06:00,6.7,,.7,290,82,969.8,0,,,0,5.2
271,봉화,2023-04-30 07:00,9.4,,.9,180,68,970.7,.4,,,0,7.7
271,봉화,2023-04-30 08:00,11.3,,2,290,57,971.4,1,,,0,14
271,봉화,2023-04-30 09:00,12.5,,1,140,51,971.1,1,,,5,16.4
271,봉화,2023-04-30 10:00,14.2,,2.7,270,40,971.6,1,,,0,21.5
271,봉화,2023-04-30 11:00,14.8,,3.9,230,40,971.7,1,,,0,23
271,봉화,2023-04-30 12:00,16.1,,3.1,250,34,971.6,1,,,0,25
271,봉화,2023-04-30 13:00,17.1,,3.5,290,39,971.2,1,,,0,26.4
271,봉화,2023-04-30 14:00,17.4,,3.8,290,37,970.8,1,,,0,25.8
271,봉화,2023-04-30 15:00,18.1,,5.3,320,34,970.4,1,,,1,24.1
271,봉화,2023-04-30 16:00,18.4,,3.1,250,31,970.4,1,,,3,22
271,봉화,2023-04-30 17:00,18.2,,2.7,270,31,970.3,1,,,4,18.8
271,봉화,2023-04-30 18:00,17.2,,2.3,290,36,970.3,.8,,,3,14.9
271,봉화,2023-04-30 19:00,16.5,,1.6,320,38,970.7,.1,,,4,12.5
271,봉화,2023-04-30 20:00,15.8,,1.5,270,36,971.3,0,,,5,10.8
271,봉화,2023-04-30 21:00,14.2,,1.6,270,44,972.4,,,,3,9.7
271,봉화,2023-04-30 22:00,12.9,,.7,270,49,972.9,,,,0,9
271,봉화,2023-04-30 23:00,11,,.8,320,60,972.9,,,,0,8.4
271,봉화,2023-05-01 00:00,8.4,,1,20,77,972.9,,,,0,7.6
272,영주,2023-04-29 01:00,16.1,,.9,90,69,987.5,,,,9,16
272,영주,2023-04-29 02:00,15.5,,.8,20,73,987,,,,8,15.6
272,영주,2023-04-29 03:00,14.5,,.3,0,79,986.1,,,,10,15.1
272,영주,2023-04-29 04:00,14.2,,1.2,340,82,985,,,,10,15.1
272,영주,2023-04-29 05:00,13.6,.2,.6,290,96,984.4,,,,6,14.9
272,영주,2023-04-29 06:00,13.2,2,0,0,100,983.9,0,,,2,14.6
272,영주,2023-04-29 07:00,13.1,2.4,.7,180,100,983.6,0,,,10,14.9
272,영주,2023-04-29 08:00,13.2,.7,0,0,100,983.1,0,,,9,15.5
272,영주,2023-04-29 09:00,13.6,.7,0,0,100,982.6,0,,,9,16.7
272,영주,2023-04-29 10:00,14,,1,140,100,982,0,,,10,17.2
272,영주,2023-04-29 11:00,14.6,,1,110,100,981.2,0,,,10,18.5
272,영주,2023-04-29 12:00,14.5,.3,.7,50,100,980.4,0,,,10,17.4
272,영주,2023-04-29 13:00,15.1,.4,.5,50,100,979.8,0,,,10,18.4
272,영주,2023-04-29 14:00,15.7,1.1,1.1,20,100,979,0,,,10,18.7
272,영주,2023-04-29 15:00,16.7,1.1,2.9,250,75,978.7,0,,,10,18.3
272,영주,2023-04-29 16:00,16.2,,3.7,290,72,978.8,0,,,10,17.7
272,영주,2023-04-29 17:00,16.5,,1.4,270,65,978.5,0,,,10,17
272,영주,2023-04-29 18:00,13.2,,8.7,320,75,979.3,0,,,10,14.5
272,영주,2023-04-29 19:00,11.8,,6.6,290,65,979.8,0,,,10,12
272,영주,2023-04-29 20:00,11.1,,5.5,290,67,980.4,0,,,9,10.6
272,영주,2023-04-29 21:00,11.1,,3.9,290,68,981.2,,,,9,10.4
272,영주,2023-04-29 22:00,11.1,,4.1,290,69,981.3,,,,0,10.4
272,영주,2023-04-29 23:00,10.7,,7.7,320,71,982,,,,0,10.2
272,영주,2023-04-30 00:00,9.4,,7.5,320,72,982.8,,,,10,9.6
272,영주,2023-04-30 01:00,9,,5.6,320,76,982.8,,,,8,9.4
272,영주,2023-04-30 02:00,9.3,,5.4,320,74,982.7,,,,10,9.2
272,영주,2023-04-30 03:00,9.1,,7.1,320,73,982.4,,,,5,8.3
272,영주,2023-04-30 04:00,8.9,,6.6,290,71,982.7,,,,7,7.5
272,영주,2023-04-30 05:00,8.7,,6.1,290,70,982.9,,,,8,7.1
272,영주,2023-04-30 06:00,8.7,,6.1,290,70,983.4,0,,,6,6.9
272,영주,2023-04-30 07:00,9.2,,5.8,290,68,984.1,.9,,,0,8.5
272,영주,2023-04-30 08:00,10.1,,7.2,290,65,984.7,1,,,0,12
272,영주,2023-04-30 09:00,11.7,,5.7,290,61,985,1,,,0,16.1
272,영주,2023-04-30 10:00,13.3,,5.8,320,54,985.4,1,,,0,20
272,영주,2023-04-30 11:00,14.9,,8.7,320,44,985.4,1,,,0,22.9
272,영주,2023-04-30 12:00,16.2,,9.3,320,41,985.1,1,,,0,25.9
272,영주,2023-04-30 13:00,17.3,,7.9,320,42,984.5,1,,,0,28.2
272,영주,2023-04-30 14:00,18.8,,6.1,320,36,983.8,1,,,1,29.6
272,영주,2023-04-30 15:00,19.1,,6.5,320,36,983.4,1,,,6,28.9
272,영주,2023-04-30 16:00,19.7,,6,320,33,983.2,1,,,4,27.3
272,영주,2023-04-30 17:00,19.6,,2.3,290,32,982.9,.9,,,4,24.5
272,영주,2023-04-30 18:00,18.5,,3,290,30,983.3,.9,,,5,20.3
272,영주,2023-04-30 19:00,17,,2.4,230,32,983.9,0,,,5,16.6
272,영주,2023-04-30 20:00,16.2,,2.7,200,33,984.5,0,,,5,14
272,영주,2023-04-30 21:00,11.8,,1.4,50,55,985.4,,,,0,12.2
272,영주,2023-04-30 22:00,10.6,,1.3,50,61,985.8,,,,0,10.9
272,영주,2023-04-30 23:00,9.9,,.6,90,65,985.8,,,,0,9.9
272,영주,2023-05-01 00:00,9.1,,.8,20,70,986,,,,1,9
273,문경,2023-04-29 01:00,16,,.1,0,74,991.7,,,,8,15
273,문경,2023-04-29 02:00,14.9,,.5,290,78,990.8,,,,8,13.9
273,문경,2023-04-29 03:00,15.2,,.7,320,77,989.8,,,,10,14.5
273,문경,2023-04-29 04:00,15.1,0,.3,0,79,988.5,,,,10,14.6
273,문경,2023-04-29 05:00,13.8,.3,.1,0,93,988.2,,,,10,14
273,문경,2023-04-29 06:00,13.4,2.6,.6,290,99,987.7,0,,,9,13.8
273,문경,2023-04-29 07:00,13.6,3.5,.3,0,100,987.2,0,,,9,14.3
273,문경,2023-04-29 08:00,13.7,1.2,.4,0,100,987.3,0,,,10,14.4
273,문경,2023-04-29 09:00,14.2,,.1,0,100,986.5,0,,,10,16
273,문경,2023-04-29 10:00,14.7,,.8,90,98,986,0,,,10,17.3
273,문경,2023-04-29 11:00,14.9,.1,1.4,110,98,985.3,0,,,10,16.4
273,문경,2023-04-29 12:00,15.1,.2,1.1,90,98,984.5,0,,,10,17
273,문경,2023-04-29 13:00,15.9,.7,1,90,99,983.9,0,,,10,19.1
273,문경,2023-04-29 14:00,16.4,.5,3.8,290,85,983.9,0,,,10,16.9
273,문경,2023-04-29 15:00,16.1,,2.5,290,78,983.6,0,,,10,18.8
273,문경,2023-04-29 16:00,16.1,,3.7,290,75,983.5,0,,,10,17.9
273,문경,2023-04-29 17:00,16,,3.6,290,73,983.3,0,,,10,17.4
273,문경,2023-04-29 18:00,13.6,,4.7,290,74,984.3,0,,,10,14.9
273,문경,2023-04-29 19:00,12,,2.3,290,71,985.2,0,,,9,11.8
273,문경,2023-04-29 20:00,11.2,,1.6,290,74,985.7,0,,,10,10.7
273,문경,2023-04-29 21:00,10.9,,.6,250,76,986,,,,9,10.9
273,문경,2023-04-29 22:00,11.5,,2.2,290,74,986.2,,,,0,10.7
273,문경,2023-04-29 23:00,10.8,,4.6,290,72,986.7,,,,0,9.8
273,문경,2023-04-30 00:00,9.3,,3.3,270,72,987.8,,,,10,9.1
273,문경,2023-04-30 01:00,9,,4.5,270,77,988,,,,6,8.8
273,문경,2023-04-30 02:00,9.2,,4.1,290,74,987.9,,,,6,7.9
273,문경,2023-04-30 03:00,9,,3.8,290,73,987.6,,,,8,6.6
273,문경,2023-04-30 04:00,8.7,,1.9,290,74,987.7,,,,6,5.9
273,문경,2023-04-30 05:00,8.1,,1.7,320,75,987.9,,,,4,5.4
273,문경,2023-04-30 06:00,7.7,,1.6,320,78,988.6,0,,,0,5.2
273,문경,2023-04-30 07:00,9.3,,1.6,320,72,989.3,.7,,,0,7.7
273,문경,2023-04-30 08:00,11.1,,2,320,65,989.9,1,,,1,13.5
273,문경,2023-04-30 09:00,12.9,,2.5,270,57,990,1,,,0,19.4
273,문경,2023-04-30 10:00,14.3,,3.4,290,50,990.3,1,,,0,23.4
273,문경,2023-04-30 11:00,16.1,,4.7,270,43,990,1,,,0,26.1
273,문경,2023-04-30 12:00,17.7,,4.7,270,36,989.5,1,,,0,29.5
273,문경,2023-04-30 13:00,18.8,,3.9,290,34,988.7,1,,,0,33.8
273,문경,2023-04-30 14:00,20.3,,3.9,270,35,988.1,1,,,0,35.2
273,문경,2023-04-30 15:00,20.5,,3.5,290,33,987.6,1,,,0,34
273,문경,2023-04-30 16:00,20.8,,2.8,290,32,987.4,1,,,0,30.4
273,문경,2023-04-30 17:00,19.9,,3.7,270,30,987.4,1,,,0,25.2
273,문경,2023-04-30 18:00,18.2,,3.3,270,32,988,.9,,,3,18.1
273,문경,2023-04-30 19:00,16,,1.3,270,39,988.9,.2,,,5,14.3
273,문경,2023-04-30 20:00,14.6,,1.3,290,45,989.2,0,,,0,11.7
273,문경,2023-04-30 21:00,14.6,,1.4,270,44,989.7,,,,0,10.2
273,문경,2023-04-30 22:00,13.7,,2.1,270,48,990.1,,,,0,9.3
273,문경,2023-04-30 23:00,11.5,,.9,290,59,990.1,,,,0,8.2
273,문경,2023-05-01 00:00,10.4,,1.1,290,66,990.1,,,,6,8.1
276,청송군,2023-04-29 01:00,12.9,,.8,110,76,988.1,,,,7,10.9
276,청송군,2023-04-29 02:00,12.5,,.9,290,78,987.8,,,,7,11.6
276,청송군,2023-04-29 03:00,12.7,,.2,0,78,986.5,,,,8,12.7
276,청송군,2023-04-29 04:00,12.5,.5,1,290,87,985.6,,,,10,12.7
276,청송군,2023-04-29 05:00,12.5,.4,.7,270,88,984.4,,,,6,13
276,청송군,2023-04-29 06:00,12.4,.5,.6,320,89,983.7,0,0,,10,13.1
276,청송군,2023-04-29 07:00,12.8,.1,.3,0,90,983.4,0,.05,,10,14
276,청송군,2023-04-29 08:00,13.4,.1,.5,320,89,983.2,0,.21,,9,14.9
276,청송군,2023-04-29 09:00,14.3,0,1.8,270,90,982.5,0,.29,,10,16.6
276,청송군,2023-04-29 10:00,16.9,.1,.3,0,83,981.7,.1,1.13,,8,22.8
276,청송군,2023-04-29 11:00,19.9,,1,340,71,980.6,0,1.32,,10,26.4
276,청송군,2023-04-29 12:00,22.3,,2.9,290,54,979.8,.5,2.2,,9,28.6
276,청송군,2023-04-29 13:00,18.4,.3,3.1,320,80,979.2,0,.32,,10,18.8
276,청송군,2023-04-29 14:00,17.1,3.4,3.3,320,84,979.3,0,.24,,10,18.1
276,청송군,2023-04-29 15:00,17.2,0,3.8,320,78,979.1,0,.46,,10,17.6
276,청송군,2023-04-29 16:00,15.5,.3,4,290,75,978.9,0,.22,,10,15.8
276,청송군,2023-04-29 17:00,14.5,1,3.2,320,82,979.2,0,.24,,10,15.3
276,청송군,2023-04-29 18:00,14.4,,3.9,290,74,979.1,0,.18,,10,13.9
276,청송군,2023-04-29 19:00,14,,4.4,290,73,978.9,0,.08,,10,12.9
276,청송군,2023-04-29 20:00,13.3,,4.2,320,69,979.9,0,.01,,9,11.7
276,청송군,2023-04-29 21:00,11.5,,5,320,61,981.3,,,,8,9.6
276,청송군,2023-04-29 22:00,10.6,,2.7,320,64,981.6,,,,7,8.5
276,청송군,2023-04-29 23:00,10.6,,3.7,320,66,981.5,,,,1,8.5
276,청송군,2023-04-30 00:00,10.5,,4.3,320,67,981.8,,,,9,8.7
276,청송군,2023-04-30 01:00,10.2,,4.3,320,67,982.5,,,,10,8.5
276,청송군,2023-04-30 02:00,9.1,,5.5,320,64,982.8,,,,6,7.4
276,청송군,2023-04-30 03:00,8.3,,4.3,320,67,982.6,,,,6,6
276,청송군,2023-04-30 04:00,7.3,,3,320,71,982.8,,,,0,5.2
276,청송군,2023-04-30 05:00,6.8,,2.2,320,73,983.2,,,,0,4.7
276,청송군,2023-04-30 06:00,6.7,,2,320,72,983.8,0,.02,,0,4.7
276,청송군,2023-04-30 07:00,8.5,,3,320,65,984.6,.9,.42,,0,7
276,청송군,2023-04-30 08:00,10.3,,3.4,290,59,985.3,1,1.16,,0,12.3
276,청송군,2023-04-30 09:00,12.1,,4.3,290,49,985.2,1,1.96,,0,16.2
276,청송군,2023-04-30 10:00,14.5,,4.8,290,40,985.4,1,2.65,,2,20.2
276,청송군,2023-04-30 11:00,16.3,,6.5,270,35,985.4,1,3.16,,0,24.3
276,청송군,2023-04-30 12:00,18,,5.2,290,29,984.8,1,3.5,,0,28.9
276,청송군,2023-04-30 13:00,18.6,,7.4,290,27,984.5,1,3.58,,0,30.6
276,청송군,2023-04-30 14:00,20,,5.8,290,25,983.9,1,3.44,,0,32.8
276,청송군,2023-04-30 15:00,20.6,,5.7,290,21,983.4,1,3.03,,0,32.4
276,청송군,2023-04-30 16:00,21.1,,5,290,21,983.5,1,2.45,,0,30.5
276,청송군,2023-04-30 17:00,20.2,,5,290,18,983.7,1,1.68,,1,25.8
276,청송군,2023-04-30 18:00,19.2,,4.8,320,19,983.8,1,.92,,0,19
276,청송군,2023-04-30 19:00,17.5,,3,290,21,984.4,.6,.24,,0,14.4
276,청송군,2023-04-30 20:00,13.4,,2,270,35,985.2,0,0,,0,10.9
276,청송군,2023-04-30 21:00,10.4,,.1,0,50,986.1,,,,0,8.7
276,청송군,2023-04-30 22:00,8.7,,.3,0,56,986.6,,,,0,7.1
276,청송군,2023-04-30 23:00,7.1,,.5,90,67,986.5,,,,0,6.1
276,청송군,2023-05-01 00:00,5.8,,.4,0,73,986.8,,,,0,5.2
277,영덕,2023-04-29 01:00,17.7,,.5,180,63,1007.6,,,,7,14.3
277,영덕,2023-04-29 02:00,15.8,,1.1,180,72,1007.1,,,,6,14.3
277,영덕,2023-04-29 03:00,15.6,,.5,160,75,1006.1,,,,8,15.4
277,영덕,2023-04-29 04:00,15.2,0,1.1,180,80,1005,,,,9,15.3
277,영덕,2023-04-29 05:00,13.9,.1,.6,20,91,1004.1,,,,10,15.2
277,영덕,2023-04-29 06:00,13.8,.2,.3,0,95,1003.4,0,,,10,15
277,영덕,2023-04-29 07:00,14.3,0,.2,0,96,1003.1,0,,,10,15.9
277,영덕,2023-04-29 08:00,16.1,0,1.7,230,96,1002.5,0,,,9,17.6
277,영덕,2023-04-29 09:00,17.9,,2.8,180,87,1001.8,0,,,8,19.6
277,영덕,2023-04-29 10:00,18.1,,2,140,87,1001.3,0,,,8,20.1
277,영덕,2023-04-29 11:00,19,,3.1,140,83,1000,0,,,9,23
277,영덕,2023-04-29 12:00,20.1,,4,140,77,998.8,.2,,,8,31.1
277,영덕,2023-04-29 13:00,21.5,,1,200,71,997.8,.1,,,8,27.5
277,영덕,2023-04-29 14:00,18.5,0,4.8,290,85,998,0,,,10,20.4
277,영덕,2023-04-29 15:00,19.7,.4,2.2,270,78,997.4,0,,,10,23.7
277,영덕,2023-04-29 16:00,18.9,,5.9,270,68,997.4,0,,,10,18.7
277,영덕,2023-04-29 17:00,16.3,0,4.3,270,78,997.4,0,,,10,16.8
277,영덕,2023-04-29 18:00,16.7,0,3.8,290,69,997.4,0,,,10,15.6
277,영덕,2023-04-29 19:00,16.3,,3.8,290,68,997.5,0,,,10,14.3
277,영덕,2023-04-29 20:00,15.4,,5.9,290,61,998.9,0,,,10,12.8
277,영덕,2023-04-29 21:00,13.9,,5.1,270,57,999.7,,,,9,11.1
277,영덕,2023-04-29 22:00,12.8,,6.7,270,60,999.9,,,,8,10.1
277,영덕,2023-04-29 23:00,12.4,,7.5,270,63,999.1,,,,6,9.4
277,영덕,2023-04-30 00:00,12.5,,9.8,270,63,999.2,,,,7,9.6
277,영덕,2023-04-30 01:00,12.3,,10.3,270,62,999.5,,,,8,9.6
277,영덕,2023-04-30 02:00,11.2,,8.6,270,62,1000.1,,,,7,8.6
277,영덕,2023-04-30 03:00,10.6,,7.9,270,64,1000.5,,,,7,8
277,영덕,2023-04-30 04:00,9.9,,3.6,270,67,1001.3,,,,1,7.2
277,영덕,2023-04-30 05:00,8,,1.1,140,75,1001.8,,,,0,6.1
277,영덕,2023-04-30 06:00,8.6,,1.2,250,71,1002.5,0,,,0,6.3
277,영덕,2023-04-30 07:00,10.5,,1.5,70,72,1003.2,.7,,,0,10.9
277,영덕,2023-04-30 08:00,12.4,,1,50,52,1004.1,1,,,0,18.8
277,영덕,2023-04-30 09:00,14.7,,4.4,320,43,1004.1,1,,,0,26
277,영덕,2023-04-30 10:00,16.9,,4,290,41,1004.2,1,,,0,33.1
277,영덕,2023-04-30 11:00,18.1,,5.6,290,38,1004.2,1,,,3,37.7
277,영덕,2023-04-30 12:00,19.5,,5.2,290,35,1003.9,1,,,0,41.2
277,영덕,2023-04-30 13:00,20.2,,5.7,290,34,1003.3,1,,,0,42.8
277,영덕,2023-04-30 14:00,20.8,,5,290,32,1003,1,,,0,42.4
277,영덕,2023-04-30 15:00,21.5,,4.7,270,28,1002.6,1,,,0,39.4
277,영덕,2023-04-30 16:00,21.6,,4.9,270,25,1002.4,1,,,0,35.1
277,영덕,2023-04-30 17:00,21.3,,4.4,270,26,1002.8,1,,,0,29.4
277,영덕,2023-04-30 18:00,20.3,,5.3,270,26,1002.7,1,,,0,21.8
277,영덕,2023-04-30 19:00,19.1,,2.3,250,27,1003.2,.5,,,0,17.1
277,영덕,2023-04-30 20:00,18.6,,3.3,250,26,1003.9,0,,,0,15.1
277,영덕,2023-04-30 21:00,17.4,,2.1,250,30,1004.7,,,,0,13.7
277,영덕,2023-04-30 22:00,16.9,,2,230,29,1004.9,,,,0,12.4
277,영덕,2023-04-30 23:00,16.2,,1.6,200,33,1005,,,,0,11.7
277,영덕,2023-05-01 00:00,16.3,,3.3,250,34,1005,,,,0,11.9
278,의성,2023-04-29 01:00,15.2,,.6,340,76,1002.3,,,,7,14.1
278,의성,2023-04-29 02:00,15,,0,0,78,1001.5,,,,7,14.1
278,의성,2023-04-29 03:00,15,0,.3,0,80,1000.5,,,,9,14.6
278,의성,2023-04-29 04:00,14,.7,.5,360,98,999.2,,,,10,14.5
278,의성,2023-04-29 05:00,14.5,1.1,.3,0,100,998.4,,,,3,14.7
278,의성,2023-04-29 06:00,14.8,.4,.5,320,100,997.8,0,,,10,14.9
278,의성,2023-04-29 07:00,14.9,1.1,.3,0,100,997.8,0,,,9,15
278,의성,2023-04-29 08:00,15.3,,.2,0,100,997.4,0,,,9,15.6
278,의성,2023-04-29 09:00,15.7,0,.1,0,100,996.8,0,,,10,16.7
278,의성,2023-04-29 10:00,16.6,,.5,20,95,996.2,0,,,10,19.9
278,의성,2023-04-29 11:00,19.2,,.7,250,90,995.3,0,,,10,24.7
278,의성,2023-04-29 12:00,19.9,,1.5,290,84,994.5,0,,,9,21.6
278,의성,2023-04-29 13:00,18.4,2,2.1,290,93,993.9,0,,,10,20
278,의성,2023-04-29 14:00,18.1,0,1.5,270,91,993.8,0,,,10,19.4
278,의성,2023-04-29 15:00,18.2,,3.4,290,83,993.9,0,,,10,19.2
278,의성,2023-04-29 16:00,16.6,.1,2.4,270,82,993.8,0,,,10,16.7
278,의성,2023-04-29 17:00,16.2,0,2.4,270,78,993.8,0,,,10,15.9
278,의성,2023-04-29 18:00,15.9,,1.5,290,78,994,0,,,10,15.3
278,의성,2023-04-29 19:00,15.4,,4.1,290,71,994.2,0,,,10,13.7
278,의성,2023-04-29 20:00,14.1,,4.1,290,68,995.4,0,,,10,12
278,의성,2023-04-29 21:00,13,,2,270,65,996.5,,,,9,11
278,의성,2023-04-29 22:00,12,,.9,250,71,996.8,,,,7,10.5
278,의성,2023-04-29 23:00,12.2,,2.8,270,70,997,,,,9,9.9
278,의성,2023-04-30 00:00,12.2,,2.9,270,70,997.4,,,,7,10.2
278,의성,2023-04-30 01:00,10.6,,2.9,290,70,998.6,,,,9,9.1
278,의성,2023-04-30 02:00,9.6,,1.3,230,74,998.6,,,,8,8.7
278,의성,2023-04-30 03:00,8.7,,1.3,270,78,998.4,,,,5,7
278,의성,2023-04-30 04:00,6.8,,.1,0,90,998.5,,,,0,5.8
278,의성,2023-04-30 05:00,5.6,,.5,90,97,998.8,,,,0,5.1
278,의성,2023-04-30 06:00,5,,.8,70,98,999.3,0,,,0,5.1
278,의성,2023-04-30 07:00,7.5,,.5,140,90,1000.1,.8,,,0,7.8
278,의성,2023-04-30 08:00,11.5,,2.5,250,65,1000.6,.9,,,0,14.5
278,의성,2023-04-30 09:00,13.6,,2.5,270,57,1001,1,,,0,20.2
278,의성,2023-04-30 10:00,15.2,,3.3,250,48,1001,1,,,4,23.1
278,의성,2023-04-30 11:00,16.9,,3.4,290,38,1000.7,1,,,0,26.5
278,의성,2023-04-30 12:00,18.1,,2.8,320,39,1000.2,1,,,0,29.3
278,의성,2023-04-30 13:00,19.6,,3.6,320,35,999.3,1,,,0,32.4
278,의성,2023-04-30 14:00,20.8,,4.5,290,29,998.7,1,,,0,33.7
278,의성,2023-04-30 15:00,21,,4.8,320,29,998.2,1,,,0,32.9
278,의성,2023-04-30 16:00,21.5,,4.3,290,27,998,1,,,1,30.5
278,의성,2023-04-30 17:00,21.2,,3.4,290,26,998.1,1,,,4,24.6
278,의성,2023-04-30 18:00,20.5,,3.2,290,25,998.3,1,,,0,19.2
278,의성,2023-04-30 19:00,18.7,,1.3,290,29,999,.4,,,0,15.4
278,의성,2023-04-30 20:00,14.1,,1.3,360,50,999.7,0,,,0,12.4
278,의성,2023-04-30 21:00,12,,.3,0,59,1000.5,,,,2,10.6
